Health Facility Code,Health Facility Code Short,Facility Name,Old Health Facility Name 1,Old Health Facility Name 2,Old Health Facility Name 3,Facility Major Type,Health Facility Type,Ownership Major Classification,Ownership Sub-Classification for Government facilities,Ownership Sub-Classification for private facilities,Street Name and #,Building name and #,Region Name,Region PSGC,Province Name,Province PSGC,City/Municipality Name,City/Municipality PSGC,Barangay Name,Barangay PSGC,Zip Code,Landline Number,Landline Number 2,Fax Number,Email Address,Alternate Email Address,Official Website,Service Capability,Bed Capacity,Licensing Status,License Validity Date,Latitude,Longitude,Geocoding Status
DOH000000000003965,3965,HADJI MUHTAMAD RURAL HEALTH UNIT,,,,Health Facility,Rural Health Unit,Government,National Government,,,,BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),1900000000,BASILAN,1900700000,HADJI MUHTAMAD,1900712000,TAUSAN,1900712010,,,,,HADJIMUHTAMADRHU@YAHOO.COM,,,,0, ,,,,Error
DOH000000000003966,3966,SAN JOSE CITY RURAL HEALTH UNIT II, , , ,Health Facility,Rural Health Unit,Government,Local Government Unit,,"ZONE 3, BONIFACIO STREET", ,REGION III (CENTRAL LUZON),300000000,NUEVA ECIJA,304900000,SAN JOSE CITY,304926000,CALAOCAN,304926006,3121, , , ,noel_devela@yahoo.com, , ,,0, ,,,,Error
DOH000000000003967,3967,SANTA ROSA RURAL HEALTH UNIT II, , , ,Health Facility,Rural Health Unit,Government,Local Government Unit,,PUROK 6, ,REGION III (CENTRAL LUZON),300000000,NUEVA ECIJA,304900000,SANTA ROSA,304928000,SANTO ROSARIO,304928018,3101, , , , , , ,,0, ,,15.44951695,120.7995151,Geocoded
DOH000000000003968,3968,ROSAURO R. TANGSON MEMORIAL CLINIC,SAN LUIS RURAL HELATH UNIT,,,Health Facility,Rural Health Unit,Government,Local Government Unit,,MONDALA STREET,,REGION III (CENTRAL LUZON),300000000,AURORA,307700000,SAN LUIS,307708000,BARANGAY II (POB.),307708003,3201,,,,rtangson2014@gmail.com,,,,0, ,,,,Error
DOH000000000003970,3970,MAPANAS RURAL HEALTH UNIT,,,,Health Facility,Rural Health Unit,Government,Local Government Unit,,,,REGION VIII (EASTERN VISAYAS),800000000,NORTHERN SAMAR,804800000,MAPANAS,804812000,SANTA POTENCIANA (POB.),804812013,6412,,,,,,,,0, ,,12.4803087,125.2542333,Geocoded
DOH000000000003972,3972,MEDINA RURAL HEALTH UNIT,DOÃ?A FELIPA N. PELAEZ RURAL HEALTH UNIT,,,Health Facility,Rural Health Unit,Government,Local Government Unit,,EBARLE STREET,,REGION X (NORTHERN MINDANAO),1000000000,MISAMIS ORIENTAL,1004300000,MEDINA,1004319000,NORTH POBLACION,1004319011,9013,,,,,,,,0, ,,,,Error
DOH000000000003974,3974,MAROGONG RURAL HEALTH UNIT,,,,Health Facility,Rural Health Unit,Government,National Government,,,,BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),1900000000,LANAO DEL SUR,1903600000,MAROGONG,1903631000,MAROGONG PROPER (POB.),1903631018,9303,,,,,,,,0, ,,,,Error
DOH000000000003977,3977,POLO HEALTH CENTER,,,,Health Facility,Rural Health Unit,Government,Local Government Unit,,13-A M.H. DEL PILAR STREET,,NATIONAL CAPITAL REGION (NCR),1300000000,"NCR, THIRD DISTRICT (NOT A PROVINCE)",1375000000,CITY OF VALENZUELA,1381600000,POBLACION,1381600025,,,,,polohealthstation.val@gmail.com,,,,0, ,,,,Error
DOH000000000003980,3980,QUIRINO RURAL HEALTH UNIT BIRTHING CENTER,QUIRINO RURAL HEALTH UNIT, , ,Health Facility,Rural Health Unit,Government,Local Government Unit,,PUROK 1, ,REGION II (CAGAYAN VALLEY),20000000,ISABELA,20310000,QUIRINO,20312300,LUNA,203123005,3321, , , ,rhuquirinoisa@gmail.com, , ,,0,<b>Licensing Status:</b><br><span class=' btn-success'>With License</span>,12/31/23,,,Error
DOH000000000003984,3984,TAGOLOAN RURAL HEALTH UNIT,,,,Health Facility,Rural Health Unit,Government,Local Government Unit,,,,REGION X (NORTHERN MINDANAO),1000000000,LANAO DEL NORTE,1003500000,TAGOLOAN,1003520000,DIMAYON,1003520003,9222,,,,,,,,0, ,,8.53900485,124.7532107,Geocoded
DOH000000000003990,3990,CATANAUAN RURAL HEALTH UNIT AND LYINGIN CLINIC, , , ,Health Facility,Rural Health Unit,Government,Local Government Unit,,NABATASAN STREET, ,REGION IV-A (CALABARZON),400000000,QUEZON,405600000,CATANAUAN,405610000,BARANGAY 9 (POB.),405610011,4311,+63 423158321, , , , , ,,0, ,,,,Error
DOH000000000004004,4004,SANTA ROSA CITY HEALTH OFFICE I,SANTA ROSA RURAL UNIT I (2003), , ,Health Facility,Rural Health Unit,Government,Local Government Unit,,RIZAL BOULEVARD, ,REGION IV-A (CALABARZON),400000000,LAGUNA,403400000,CITY OF SANTA ROSA,403428000,MARKET AREA (POB.),403428012,4026,+63 495300015, , ,santarosa_cho1@yahoo.com.ph,cho1@santarosacity.gov.ph, ,,0, ,,,,Error
DOH000000000004010,4010,SANTO DOMINGO RURAL HEALTH UNIT I, , , ,Health Facility,Rural Health Unit,Government,Local Government Unit,,BRGY. SAGABA RD.,MUNICIPAL COMPOUND,REGION III (CENTRAL LUZON),300000000,NUEVA ECIJA,304900000,SANTO DOMINGO,304929000,SAGABA,304929029,3133, , , ,rhu1stodomingo@gmail.com, ,www.facebook.com/SDNERHU,,0, ,,,,Error
DOH000000000004012,4012,GLAN RURAL HEALTH UNIT, , , ,Health Facility,Rural Health Unit,Government,Local Government Unit,,ENRIQUE YAP SR. STREET, ,REGION XII (SOCCSKSARGEN),1200000000,SARANGANI,1208000000,GLAN,1208002000,POBLACION,1208002023,9517,+63 832621019, ,+63 832621004, , , ,,0, ,,,,Error
DOH000000000004013,4013,MAITUM RURAL HEALTH UNIT, , , ,Health Facility,Rural Health Unit,Government,Local Government Unit,, , ,REGION XII (SOCCSKSARGEN),1200000000,SARANGANI,1208000000,MAITUM,1208005000,OLD POBLACION,1208005011,9515, , , , , , ,,0, ,,,,Error
DOH000000000004015,4015,PRESIDENT ROXAS RURAL HEALTH UNIT, , , ,Health Facility,Rural Health Unit,Government,Local Government Unit,,PUROK 13, ,REGION XII (SOCCSKSARGEN),1200000000,COTABATO,1204700000,PRESIDENT ROXAS,1204713000,POBLACION,1204713024,9405, , , ,rhupresroxas@yahoo.com, , ,,0,<b>Licensing Status:</b><br><span class=' btn-info'>Without License</span>,,8.51013395,123.2840716,Geocoded
DOH000000000004016,4016,ALAMADA MUNICIPAL HEALTH OFFICE,ALAMADA RURAL HEALTH UNIT, , ,Health Facility,Rural Health Unit,Government,Local Government Unit,,PUROK 3 MIRASOL, ,REGION XII (SOCCSKSARGEN),1200000000,COTABATO,1204700000,ALAMADA,1204701000,KITACUBONG (POB.),1204701006,9413, , , ,rhualamada@yahoo.com, , ,,0, ,,,,Error
DOH000000000004021,4021,PRESIDENT QUIRINO RURAL HEALTH UNIT, , , ,Health Facility,Rural Health Unit,Government,Local Government Unit,, , ,REGION XII (SOCCSKSARGEN),1200000000,SULTAN KUDARAT,1206500000,PRESIDENT QUIRINO,1206510000,POBLACION,1206510016,9804, , , ,rhupq13@yahoo.com, , ,,0, ,,,,Error
DOH000000000004024,4024,MOBO MUNICIPAL HEALTH OFFICE,MOBO RURAL HEALTH UNIT, , ,Health Facility,Rural Health Unit,Government,Local Government Unit,, , ,REGION V (BICOL REGION),500000000,MASBATE,504100000,MOBO,504113000,POBLACION DIST. I,504113019,5401, , , , , , ,,0, ,,,,Error
DOH000000000004028,4028,SAN JOSE DE BUAN MUNICIPAL HEALTH OFFICE,,,,Health Facility,Rural Health Unit,Government,Local Government Unit,,,,REGION VIII (EASTERN VISAYAS),800000000,SAMAR,806000000,SAN JOSE DE BUAN,806014000,BARANGAY 3 (POB.),806014012,6723,,,,doc_pdelacruz@yahoo.com,,,,0,<b>Licensing Status:</b><br><span class=' btn-info'>Without License</span>,,,,Error
DOH000000000004035,4035,MASIU RURAL HEALTH UNIT, , , ,Health Facility,Rural Health Unit,Government,National Government,, , ,BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),1900000000,LANAO DEL SUR,1903600000,MASIU,1903618000,BUADI AMLOY,1903618089,9706, , , , , , ,,0, ,,7.7843119,124.2545771,Geocoded
DOH000000000004038,4038,PILAR HEALTH CENTER, , , ,Health Facility,Rural Health Unit,Government,Local Government Unit,,"AGUIRRE ROAD, PILAR VILLAGE", ,NATIONAL CAPITAL REGION (NCR),1300000000,"NCR, FOURTH DISTRICT (NOT A PROVINCE)",1376000000,CITY OF LAS PI?AS,1380200000,PILAR,1380200015, ,+63 028004351, , , , , ,,0, ,,14.4214725,121.0085358,Geocoded
DOH000000000004045,4045,ANDA RURAL HEALTH UNIT AND BIRTHING CENTER,ANDA RURAL HEALTH UNIT, , ,Health Facility,Rural Health Unit,Government,Local Government Unit,, , ,REGION VII (CENTRAL VISAYAS),700000000,BOHOL,701200000,ANDA,701203000,POBLACION,701203010,6311, , , ,andarhu14@gmail.com, , ,,0, ,,,,Error
DOH000000000004048,4048,LA PAZ RURAL HEALTH UNIT I,,,,Health Facility,Rural Health Unit,Government,Local Government Unit,,,,REGION III (CENTRAL LUZON),300000000,TARLAC,306900000,LA PAZ,306907000,SAN ROQUE (POB.),306907020,2314,+63 454931970,,,lapazrhu2021@gmail.com,jcat231979@gmail.co,,,0, ,,,,Error
DOH000000000004049,4049,BAUNGON RURAL HEALTH UNIT, , , ,Health Facility,Rural Health Unit,Government,Local Government Unit,, , ,REGION X (NORTHERN MINDANAO),1000000000,BUKIDNON,1001300000,BAUNGON,1001301000,IMBATUG (POB.),1001301012,8707, , , , , , ,,0, ,,,,Error
DOH000000000004050,4050,SAN ROQUE HEALTH CENTER, , , ,Health Facility,Rural Health Unit,Government,Local Government Unit,,M. ROXAS STREET, ,NATIONAL CAPITAL REGION (NCR),1300000000,"NCR, SECOND DISTRICT (NOT A PROVINCE)",1374000000,CITY OF MARIKINA,1380700000,SAN ROQUE,1380700008, , , , , , , ,,0, ,,15.01336395,120.8397461,Geocoded
DOH000000000004051,4051,SANIBOY HEALTH CENTER,,,,Health Facility,Rural Health Unit,Government,Local Government Unit,,SANIBOY STREET,,NATIONAL CAPITAL REGION (NCR),1300000000,"NCR, SECOND DISTRICT (NOT A PROVINCE)",1374000000,CITY OF MANDALUYONG,1380500000,HULO,1380500014,1550,,,,,,,,0, ,,,,Error
DOH000000000004064,4064,DR. ANDRES ARAGON ANGARA HEALTH CENTER,BALER RURAL HEALTH UNIT,,,Health Facility,Rural Health Unit,Government,Local Government Unit,,SITIO DUPAX,,REGION III (CENTRAL LUZON),300000000,AURORA,307700000,BALER (CAPITAL),307701000,SUCLAYIN,307701012,3200,,,,ruralhealthunitbaler@gmail.com,,,,0,<b>Licensing Status:</b><br><span class=' btn-info'>Without License</span>,,,,Error
DOH000000000004065,4065,SANTA BARBARA MUNICIPAL HEALTH OFFICE, , , ,Health Facility,Rural Health Unit,Government,Local Government Unit,,VILLAFAÑA STREET, ,REGION I (ILOCOS REGION),100000000,PANGASINAN,105500000,SANTA BARBARA,105538000,POBLACION SUR,105538022,2419,+63 755183033, , , , , ,,0, ,,,,Error
DOH000000000004066,4066,PALANAN RURAL HEALTH UNIT AND BIRTHING CENTER,PALANAN RURAL HEALTH UNIT, , ,Health Facility,Rural Health Unit,Government,Local Government Unit,,RIZAL STREET, ,REGION II (CAGAYAN VALLEY),20000000,ISABELA,20310000,PALANAN,20312100,DICABISAGAN WEST (POB.),203121011,3334, , , ,rhupalanan@gmail.com, , ,,0,<b>Licensing Status:</b><br><span class=' btn-success'>With License</span>,12/31/23,,,Error
DOH000000000004067,4067,MAGSAYSAY RURAL HEALTH UNIT, , , ,Health Facility,Rural Health Unit,Government,Local Government Unit,, , ,REGION XI (DAVAO REGION),1100000000,DAVAO DEL SUR,1102400000,MAGSAYSAY,1102407000,POBLACION,1102407015,8004, , , , , , ,,0, ,,17.28664,121.805972,Geocoded
DOH000000000004068,4068,ENRILE RURAL HEALTH UNIT, , , ,Health Facility,Rural Health Unit,Government,Local Government Unit,,GUZMAN STREET,MUNICIPAL BUILDING,REGION II (CAGAYAN VALLEY),20000000,CAGAYAN,20150000,ENRILE,20151200,ALIBAGO,201512001,3501, , , ,rhuenrile@yahoo.com, , ,,0,<b>Licensing Status:</b><br><span class=' btn-success'>With License</span>,12/31/24,17.5615339,121.7010691,Geocoded
DOH000000000004069,4069,MASLOG RURAL HEALTH UNIT, , , ,Health Facility,Rural Health Unit,Government,Local Government Unit,, , ,REGION VIII (EASTERN VISAYAS),800000000,EASTERN SAMAR,802600000,MASLOG,802614000,BARANGAY 2 (POB.),802614009,6820, , , , , , ,,0, ,,,,Error
DOH000000000004070,4070,SAN LUIS RURAL HEALTH UNIT I,,,,Health Facility,Rural Health Unit,Government,Local Government Unit,,,,REGION IV-A (CALABARZON),400000000,BATANGAS,401000000,SAN LUIS,401024000,POBLACION,401024028,4210,+63 434118121,,+63 434118083,sanluisbatangas.rhu@gmail.com,,,,0, ,,15.03843425,120.7899164,Geocoded
DOH000000000004071,4071,BISLIG CITY HEALTH OFFICE,RURAL HEALTH UNIT OF BISLIG,,,Health Facility,Rural Health Unit,Government,Local Government Unit,,P. LINDO STREET,,REGION XIII (CARAGA),1600000000,SURIGAO DEL SUR,1606800000,CITY OF BISLIG,1606803000,MANGAGOY,1606803009,8311,+63 868535338,,+63 868535338,CHO_MANGAGOY@YAHOO.COM,,,,0, ,,8.2133792,126.3160346,Geocoded
DOH000000000004082,4082,LIGID HEALTH CENTER, , , ,Health Facility,Rural Health Unit,Government,Local Government Unit,,LABAO STREET, ,NATIONAL CAPITAL REGION (NCR),1300000000,"NCR, FOURTH DISTRICT (NOT A PROVINCE)",1376000000,CITY OF TAGUIG,1381500000,LIGID-TIPAS,1381500007, ,+63 026425378, , , , , ,,0, ,,14.542437,121.081437,Geocoded
DOH000000000004089,4089,QUEZON RURAL HEALTH UNIT, , , ,Health Facility,Rural Health Unit,Government,Local Government Unit,,PUROK 2, ,REGION III (CENTRAL LUZON),300000000,NUEVA ECIJA,304900000,QUEZON,304922000,BARANGAY II (POB.),304922011,3113, , , ,rhu.quezon@yahoo.com,ndpquezon2014@yahoo.com, ,,0, ,,13.32477275,122.6762377,Geocoded
DOH000000000004091,4091,BUGUIAS RURAL HEALTH UNIT,,,,Health Facility,Rural Health Unit,Government,Local Government Unit,,,,CORDILLERA ADMINISTRATIVE REGION (CAR),140000000,BENGUET,140110000,BUGUIAS,140110500,LOO,1401105010,2607,,,,buguiasrhu2607@yahoo.com,,,,0,<b>Licensing Status:</b><br><span class=' btn-success'>With License</span>,12/31/24,16.49161425,120.8299806,Geocoded
DOH000000000004092,4092,DIADI RURAL HEALTH UNIT, , , ,Health Facility,Rural Health Unit,Government,Local Government Unit,,MUNICIPAL COMPOUND, ,REGION II (CAGAYAN VALLEY),200000000,NUEVA VIZCAYA,205000000,DIADI,205006000,POBLACION,205006010,3712,+63 788059210, , ,mhodiadi@yahoo.com, , ,,0, ,,,,Error
DOH000000000004099,4099,NANGKA HEALTH CENTER, , , ,Health Facility,Rural Health Unit,Government,Local Government Unit,,BALUBAD STREET, ,NATIONAL CAPITAL REGION (NCR),1300000000,"NCR, SECOND DISTRICT (NOT A PROVINCE)",1374000000,CITY OF MARIKINA,1380700000,NANGKA,1380700006, ,+63 029431279, , , , , ,,0, ,,14.6728172,121.1096533,Geocoded
DOH000000000004100,4100,TUBURAN RURAL HEALTH UNIT,,,,Health Facility,Rural Health Unit,Government,National Government,,,,BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),1900000000,BASILAN,1900700000,TUBURAN,1900707000,TABLAS USEW,1900707033,7306,,,,TUBURANRHU@YAHOO.COM,,,,0, ,,10.7287539,123.8256564,Geocoded
DOH000000000004110,4110,NAMAYAN HEALTH CENTER,,,,Health Facility,Rural Health Unit,Government,Local Government Unit,,CLARO CASTAÑEDA STREET,,NATIONAL CAPITAL REGION (NCR),1300000000,"NCR, SECOND DISTRICT (NOT A PROVINCE)",1374000000,CITY OF MANDALUYONG,1380500000,NAMAYAN,1380500018,1550,,,,,,,,0, ,,14.58021,121.0192055,Geocoded
DOH000000000004117,4117,LIBON RURAL HEALTH UNIT,,,,Health Facility,Rural Health Unit,Government,Local Government Unit,,,,REGION V (BICOL REGION),500000000,ALBAY,500500000,LIBON,500507000,ZONE IV (POB.),500507007,4507,+63 527866201,,+63 524866101,,,,,0, ,,,,Error
DOH000000000004120,4120,GUINSILIBAN RURAL HEALTH UNIT, , , ,Health Facility,Rural Health Unit,Government,Local Government Unit,,PUROK 3, ,REGION X (NORTHERN MINDANAO),1000000000,CAMIGUIN,1001800000,GUINSILIBAN,1001802000,NORTH POBLACION,1001802006,9102,+63 883874529, , ,rhu_guinsi@yahoo.com, , ,,0, ,,,,Error
DOH000000000004121,4121,CONCEPCION RURAL HEALTH UNIT III,,,,Health Facility,Rural Health Unit,Government,Local Government Unit,,,,REGION III (CENTRAL LUZON),300000000,TARLAC,306900000,CONCEPCION,306905000,SANTA CRUZ,306905040,2316,,,,,rhuconcepcion@yahoo.com,,,0, ,,15.32331805,120.6554403,Geocoded
DOH000000000004129,4129,MACO RURAL HEALTH UNIT, , , ,Health Facility,Rural Health Unit,Government,Local Government Unit,, , ,REGION XI (DAVAO REGION),1100000000,DAVAO DE ORO,1108200000,MACO,1108204000,BINUANGAN,1108204003,8806, , , , , , ,,0, ,,,,Error
DOH000000000004130,4130,LUBUAGAN RURAL HEALTH UNIT,,,,Health Facility,Rural Health Unit,Government,Local Government Unit,,,,CORDILLERA ADMINISTRATIVE REGION (CAR),1400000000,KALINGA,1403200000,LUBUAGAN,1403206000,POBLACION,1403206004,3802,,,,carolagyaomd@gmail.com,,,,0,<b>Licensing Status:</b><br><span class=' btn-success'>With License</span>,12/31/23,,,Error
DOH000000000004131,4131,GASAN RURAL HEALTH UNIT,,,,Health Facility,Rural Health Unit,Government,Local Government Unit,,PLATA STREET,,MIMAROPA REGION,170000000,MARINDUQUE,170400000,GASAN,170400300,BARANGAY I (POB.),1704003024,4905,+63 423421533,,+63 423421533,gasan.rural.health.unit@gmail.com,,,,0, ,,,,Error
DOH000000000004132,4132,AGONCILLO RURAL HEALTH UNIT,,,,Health Facility,Rural Health Unit,Government,Local Government Unit,,,,REGION IV-A (CALABARZON),400000000,BATANGAS,401000000,AGONCILLO,401001000,POBLACION,401001015,4211,+63 432102116,+63 432102334,+63 432102344,,,,,0, ,,,,Error
DOH000000000004141,4141,CITY PROPER II TANZA DISTRICT HEALTH CENTER,TANZA DISTRICT HEALTH CENTER,CITY PROPER II DISTRICT HEALTH CENTER - TANZA,,Health Facility,Rural Health Unit,Government,Local Government Unit,,LEDESMA ST.,,REGION VI (WESTERN VISAYAS),60000000,ILOILO,60300000,CITY OF ILOILO (CAPITAL),63100000,TANZA-ESPERANZA,631000055,5000,(033) 3153009,,,TanzaCho@yahoo.com,tanzacityproper2@gmail.com,,,0,<b>Licensing Status:</b><br><span class=' btn-info'>Without License</span>,,,,Error
DOH000000000004142,4142,SIERRA BULLONES RURAL HEALTH UNIT,,,,Health Facility,Rural Health Unit,Government,Local Government Unit,,POBLACION,,REGION VII (CENTRAL VISAYAS),700000000,BOHOL,701200000,SIERRA BULLONES,701240000,POBLACION,701240015,6320,,,,rhusb6320@gmail.com,,,,0,<b>Licensing Status:</b><br><span class=' btn-success'>With License</span>,,9.80797655,124.2908422,Geocoded
DOH000000000004143,4143,RURAL HEALTH UNIT ANGADANAN,ANGADANAN RURAL HEALTH UNIT, , ,Health Facility,Rural Health Unit,Government,Local Government Unit,,PUROK 1, ,REGION II (CAGAYAN VALLEY),20000000,ISABELA,20310000,ANGADANAN,20310200,CENTRO III (POB.),203102019,3307, , , ,rhuangadanan@yahoo.com, , ,,0,<b>Licensing Status:</b><br><span class=' btn-success'>With License</span>,12/31/23,,,Error
DOH000000000004144,4144,HERNANI RURAL HEALTH UNIT, , , ,Health Facility,Rural Health Unit,Government,Local Government Unit,, , ,REGION VIII (EASTERN VISAYAS),800000000,EASTERN SAMAR,802600000,HERNANI,802610000,BARANGAY 2 (POB.),802610009,6804, , , ,ezra.valido@gmail.com, , ,,0, ,,,,Error
DOH000000000004146,4146,MATI CITY HEALTH OFFICE,,,,Health Facility,Rural Health Unit,Government,Local Government Unit,,PUROK MADANG,,REGION XI (DAVAO REGION),1100000000,DAVAO ORIENTAL,1102500000,CITY OF MATI (CAPITAL),1102509000,CENTRAL (POB.),1102509005,8200,+63 873884428,+63 873884428,,benhurjrcatbagan@gmail.com,benhurcatbagan@yahoo.com,,,0, ,,,,Error
DOH000000000004151,4151,PALTOC HEALTH CENTER, , , ,Health Facility,Rural Health Unit,Government,Local Government Unit,,SAN JOSE STREET CORNER PUREZA STREET, ,NATIONAL CAPITAL REGION (NCR),1300000000,"NCR, CITY OF MANILA, FIRST DISTRICT (NOT A PROVINCE)",1380600000,SAMPALOC,1380606000,BARANGAY 421,1380606027, ,+63 027150356, , , , , ,,0, ,,,,Error
DOH000000000004163,4163,SANCHEZ-MIRA RURAL HEALTH UNIT, , , ,Health Facility,Rural Health Unit,Government,Local Government Unit,,PADAMA STREET PUROK 2, ,REGION II (CAGAYAN VALLEY),20000000,CAGAYAN,20150000,SANCHEZ-MIRA,20152200,CENTRO I (POB.),201522003,3518,+63 788229303, , ,rhusanchezmira@yahoo.com, , ,,0,<b>Licensing Status:</b><br><span class=' btn-success'>With License</span>,12/31/24,,,Error
DOH000000000004165,4165,ANGELES RURAL HEALTH UNIT III,,,,Health Facility,Rural Health Unit,Government,Local Government Unit,,FAJARDO,,REGION III (CENTRAL LUZON),300000000,PAMPANGA,330100000,CITY OF ANGELES,330100000,LOURDES SUR EAST,330100012,2009,,,,,,,,0, ,,,,Error
DOH000000000004170,4170,IMUS CITY HEALTH OFFICE I, , , ,Health Facility,Rural Health Unit,Government,Local Government Unit,,VELARDE SUBDIVISION, ,REGION IV-A (CALABARZON),400000000,CAVITE,402100000,CITY OF IMUS,402109000,MEDICION I-C,402109073,4103,+63 464344057, , , , , ,,0, ,,,,Error
DOH000000000004171,4171,MAYOR DELFIN C. SALONGA MEMORIAL HEALTH CENTER, , , ,Health Facility,Rural Health Unit,Government,Local Government Unit,,EMERALD SUBDIVISION M. LOZADO STREET, ,NATIONAL CAPITAL REGION (NCR),1300000000,"NCR, FOURTH DISTRICT (NOT A PROVINCE)",1376000000,PATEROS,1381701000,SANTO ROSARIO-KANLURAN,1381701008, ,+63 026413246, ,+63 026413256, , ,www.pateros.gov.ph,,0, ,,,,Error
DOH000000000004172,4172,ADAMS MUNICIPAL HEALTH OFFICE, , , ,Health Facility,Rural Health Unit,Government,Local Government Unit,, , ,REGION I (ILOCOS REGION),100000000,ILOCOS NORTE,102800000,ADAMS,102801000,ADAMS (POB.),102801001,2922, , , ,bielmaju.waley@gmail.com, , ,,0, ,,,,Error
DOH000000000004173,4173,SUMILANG SUPER HEALTH CENTER,STA. ROSA HEALTH CENTER, , ,Health Facility,Rural Health Unit,Government,Local Government Unit,, , ,NATIONAL CAPITAL REGION (NCR),1300000000,"NCR, SECOND DISTRICT (NOT A PROVINCE)",1374000000,CITY OF PASIG,1381200000,SANTA ROSA,1381200025, , , , , , , ,,0, ,,14.55880965,121.07327,Geocoded
DOH000000000004176,4176,PILAR RURAL HEALTH UNIT - LT. JUAN ALDABA MEMORIAL HEALTH CENTER,,,,Health Facility,Rural Health Unit,Government,Local Government Unit,,MUNICIPAL GROUND,,REGION III (CENTRAL LUZON),300000000,BATAAN,300800000,PILAR,300811000,PANILAO,300811019,2101,+63 6135186,+63 476135816,+63 472374564,pilarrhu2014@gmail.com,,,,0, ,,,,Error
DOH000000000004180,4180,BOTOLAN RURAL HEALTH UNIT I, , , ,Health Facility,Rural Health Unit,Government,Local Government Unit,, , ,REGION III (CENTRAL LUZON),300000000,ZAMBALES,307100000,BOTOLAN,307101000,TAMPO (POB.),307101022,2202,+63 478101912, , , , , ,,0, ,,,,Error
DOH000000000004181,4181,NASUGBU RURAL HEALTH UNIT I, , , ,Health Facility,Rural Health Unit,Government,Local Government Unit,, P. RINOZA STREET, ,REGION IV-A (CALABARZON),400000000,BATANGAS,401000000,NASUGBU,401019000,BARANGAY 1 (POB.),401019049,4231,+63 432162783,+63 434120222,+63 439316439,rhu_nasugbu@yahoo.com, , ,,0, ,,,,Error
DOH000000000004193,4193,BUUG RURAL HEALTH UNIT, , , ,Health Facility,Rural Health Unit,Government,Local Government Unit,, , ,REGION IX (ZAMBOANGA PENINSULA),900000000,ZAMBOANGA SIBUGAY,908300000,BUUG,908302000,POBLACION,908302017,7009, , , , , , ,,0, ,,,,Error
DOH000000000004195,4195,LOOC RURAL HEALTH UNIT, , , ,Health Facility,Rural Health Unit,Government,Local Government Unit,, , ,MIMAROPA REGION,1700000000,OCCIDENTAL MINDORO,1705100000,LOOC,1705103000,GUITNA (POB.),1705103007,5111, , , ,rhu.looc@gmail.com, , ,,0, ,,11.08425935,123.9377689,Geocoded
DOH000000000004206,4206,MUNICIPAL HEALTH OFFICE OF ALCALA,ALCALA MUNICIPAL HEALTH OFFICE,ALCALA RURAL HEALTH UNIT,,Health Facility,Rural Health Unit,Government,Local Government Unit,,,,REGION II (CAGAYAN VALLEY),20000000,CAGAYAN,20150000,ALCALA,20150200,CENTRO NORTE (POB.),201502010,3507,,9777068113,,rhualcala@gmail.com,alcalamunicipalhospital@gmail.com,,,0,<b>Licensing Status:</b><br><span class=' btn-success'>With License</span>,12/31/24,,,Error
DOH000000000004217,4217,GOA RURAL HEALTH UNIT II,,,,Health Facility,Rural Health Unit,Government,Local Government Unit,,PINAGLABANAN STREET,,REGION V (BICOL REGION),500000000,CAMARINES SUR,501700000,GOA,501715000,PINAGLABANAN,501715022,4422,,,,jumtriaxone@gmail.com,,,,0, ,,,,Error
DOH000000000004220,4220,RHU ALLACAPAN,ALLACAPAN RURAL HEALTH UNIT, , ,Health Facility,Rural Health Unit,Government,Local Government Unit,,ZONE 1, ,REGION II (CAGAYAN VALLEY),20000000,CAGAYAN,20150000,ALLACAPAN,20150300,CENTRO WEST (POB.),201503011,3523, , , ,mhoallacapan@yahoo.com, , ,,0,<b>Licensing Status:</b><br><span class=' btn-success'>With License</span>,12/31/24,,,Error
DOH000000000004222,4222,ALEOSAN MUNICIPAL HEALTH OFFICE,ALEOSAN RURAL HEALTH UNIT, , ,Health Facility,Rural Health Unit,Government,Local Government Unit,,PUROK CABUYAO, ,REGION XII (SOCCSKSARGEN),1200000000,COTABATO,1204700000,ALEOSAN,1204717000,SAN MATEO,1204717015,9415, , , ,rhu_aleosan@yahoo.com.ph, , ,,0, ,,,,Error
DOH000000000004230,4230,VILLAVICIOSA RURAL HEALTH UNIT,,,,Health Facility,Rural Health Unit,Government,Local Government Unit,,,,CORDILLERA ADMINISTRATIVE REGION (CAR),1400000000,ABRA,1400100000,VILLAVICIOSA,1400127000,POBLACION,1400127006,2811,,,,villaviciosarhu@gmail.com,,,,0, ,,,,Error
DOH000000000004231,4231,LEON RURAL HEALTH CENTER BIRTHING CENTER &amp; BEMONC FACILITY,LEON RURAL HEALTH UNIT,LEON MAIN HEALTH CENTER,,Health Facility,Rural Health Unit,Government,Local Government Unit,,CAPALLA AVENUE,,REGION VI (WESTERN VISAYAS),600000000,ILOILO,603000000,LEON,603028000,POBLACION,603028071,5026,+63 333310033,,,rhuleon@gmail.com,,,,0, ,,,,Error
